Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-04 05:20:00,6.250, 3.639, 3.023,3.023
2006-01-04 05:30:00,6.230, 3.585, 3.467,3.467
2006-01-04 05:40:00,6.200, 3.528, 2.359,2.359
2006-01-04 05:50:00,5.990, 3.195, 3.283,3.283
2006-01-04 06:00:00,5.700, 2.742, 1.819,1.819
2006-01-04 06:10:00,5.510, 2.442, 2.918,2.918
2006-01-04 06:20:00,5.220, 1.980, 1.154,1.154
2006-01-04 06:30:00,4.940, 1.647, 1.781,1.781
2006-01-04 06:40:00,4.830, 1.527, 0.340,0.340
2006-01-04 06:50:00,4.850, 1.554, 0.789,0.789
2006-01-04 07:00:00,5.080, 1.806, 0.000,0.000
2006-01-04 07:10:00,5.290, 2.097, 1.930,1.930
2006-01-04 07:20:00,5.320, 2.136, 2.135,2.135
2006-01-04 07:30:00,5.240, 2.022, 1.807,1.807
2006-01-04 07:40:00,5.100, 1.824, 1.395,1.395
2006-01-04 07:50:00,4.880, 1.590, 1.529,1.529
2006-01-04 08:00:00,4.550, 1.227, 1.171,1.171
2006-01-04 08:10:00,4.330, 0.987, 0.979,0.979
2006-01-04 08:20:00,4.510, 1.179, 1.104,1.104
2006-01-04 08:30:00,4.630, 1.311, 1.898,1.898
2006-01-04 08:40:00,4.520, 1.188, 0.113,0.113
2006-01-04 08:50:00,4.600, 1.281, 1.322,1.322
2006-01-04 09:00:00,4.510, 1.188, 0.238,0.238
2006-01-04 09:10:00,4.280, 0.936, 0.000,0.000
2006-01-04 09:20:00,3.840, 0.549, 0.430,0.430
2006-01-04 09:30:00,3.370, 0.201, 0.000,0.000
2006-01-04 09:40:00,3.650, 0.408, 0.042,0.042
2006-01-04 09:50:00,3.210, 0.081, 0.047,0.047
2006-01-04 10:00:00,3.190, 0.069, 0.211,0.211
2006-01-04 10:10:00,2.860, 0.000, 0.000,0.000
2006-01-04 10:20:00,2.990, 0.000, 0.000,0.000
2006-01-04 10:30:00,2.780, 0.000, 0.000,0.000
2006-01-04 10:40:00,2.870, 0.000, 0.000,0.000
2006-01-04 10:50:00,3.040, 0.000, 0.000,0.000
2006-01-04 11:00:00,3.500, 0.300, 0.000,0.000
2006-01-04 11:10:00,3.430, 0.243, 0.134,0.134
2006-01-04 11:20:00,3.550, 0.333, 0.175,0.175
2006-01-04 11:30:00,4.470, 1.140, 0.916,0.916
2006-01-04 11:40:00,5.240, 2.001, 2.343,2.343
2006-01-04 11:50:00,5.750, 2.808, 1.968,1.968
2006-01-04 12:00:00,5.870, 3.003, 2.327,2.327
2006-01-04 12:10:00,5.860, 2.985, 1.219,1.219
2006-01-04 12:20:00,6.430, 4.032, 4.595,4.595
2006-01-04 12:30:00,7.050, 5.391, 5.332,5.332
2006-01-04 12:40:00,6.020, 3.246, 2.918,2.918
2006-01-04 12:50:00,5.960, 3.150, 3.081,3.081
2006-01-04 13:00:00,5.610, 2.595, 2.377,2.377
2006-01-04 13:10:00,5.800, 2.892, 2.835,2.835
2006-01-04 13:20:00,5.630, 2.628, 2.409,2.409
2006-01-04 13:30:00,5.550, 2.496, 2.555,2.555
2006-01-04 13:40:00,5.580, 2.547, 2.293,2.293
2006-01-04 13:50:00,5.870, 3.003, 4.116,4.116
2006-01-04 14:00:00,6.710, 4.659, 3.631,3.631
2006-01-04 14:10:00,7.190, 5.715, 3.786,3.786
2006-01-04 14:20:00,8.000, 8.103, 5.827,5.827
2006-01-04 14:30:00,8.650,10.326, 7.491,7.491
2006-01-04 14:40:00,9.560,13.884,13.571,13.571
2006-01-04 14:50:00,9.970,15.651,15.523,15.523
2006-01-04 15:00:00,10.330,17.169,16.685,16.685
2006-01-04 15:10:00,10.440,17.646,18.883,18.883
2006-01-04 15:20:00,10.400,17.445,18.054,18.054
2006-01-04 15:30:00,10.690,18.675,20.724,20.724
2006-01-04 15:40:00,9.990,15.732,18.281,18.281
2006-01-04 15:50:00,9.390,13.203,16.565,16.565
2006-01-04 16:00:00,8.830,11.052, 9.394,9.394
2006-01-04 16:10:00,8.120, 8.484, 6.462,6.462
2006-01-04 16:20:00,6.790, 4.860, 4.880,4.880
2006-01-04 16:30:00,5.100, 1.836, 0.000,0.000
2006-01-04 16:40:00,4.070, 0.729, 0.480,0.480
2006-01-04 16:50:00,4.180, 0.822, 0.581,0.581
2006-01-04 17:00:00,4.380, 1.050, 1.371,1.371
2006-01-04 17:10:00,4.480, 1.155, 0.836,0.836
2006-01-04 17:20:00,4.410, 1.083, 0.588,0.588
2006-01-04 17:30:00,4.590, 1.281, 1.262,1.262
2006-01-04 17:40:00,4.510, 1.188, 1.281,1.281
2006-01-04 17:50:00,4.350, 1.008, 0.750,0.750
2006-01-04 18:00:00,4.060, 0.717, 0.118,0.118
2006-01-04 18:10:00,4.110, 0.756, 0.000,0.000
2006-01-04 18:20:00,4.290, 0.945, 0.793,0.793
2006-01-04 18:30:00,4.170, 0.813, 0.000,0.000
2006-01-04 18:40:00,4.130, 0.771, 0.000,0.000
2006-01-04 18:50:00,4.410, 1.077, 1.192,1.192
2006-01-04 19:00:00,4.510, 1.176, 0.252,0.252
2006-01-04 19:10:00,4.720, 1.410, 1.013,1.013
2006-01-04 19:20:00,4.640, 1.317, 1.323,1.323
2006-01-04 19:30:00,4.530, 1.200, 0.628,0.628
2006-01-04 19:40:00,4.550, 1.221, 1.306,1.306
2006-01-04 19:50:00,4.620, 1.296, 0.804,0.804
2006-01-04 20:00:00,4.810, 1.503, 1.502,1.502
2006-01-04 20:10:00,4.800, 1.497, 1.529,1.529
2006-01-04 20:20:00,4.620, 1.302, 0.905,0.905
2006-01-04 20:30:00,4.480, 1.146, 0.000,0.000
2006-01-04 20:40:00,4.440, 1.095, 0.453,0.453
2006-01-04 20:50:00,4.460, 1.119, 0.688,0.688
2006-01-04 21:00:00,4.580, 1.257, 0.435,0.435
2006-01-04 21:10:00,4.440, 1.104, 0.000,0.000
2006-01-04 21:20:00,4.470, 1.134, 1.371,1.371
2006-01-04 21:30:00,4.290, 0.939, 0.519,0.519
2006-01-04 21:40:00,4.240, 0.876, 1.263,1.263
2006-01-04 21:50:00,4.320, 0.969, 0.469,0.469
2006-01-04 22:00:00,4.320, 0.972, 1.112,1.112
2006-01-04 22:10:00,4.680, 1.353, 0.866,0.866
2006-01-04 22:20:00,5.000, 1.704, 1.916,1.916
2006-01-04 22:30:00,5.470, 2.355, 2.471,2.471
2006-01-04 22:40:00,6.090, 3.327, 2.797,2.797
2006-01-04 22:50:00,6.390, 3.897, 2.856,2.856
2006-01-04 23:00:00,6.410, 3.945, 4.122,4.122
2006-01-04 23:10:00,6.530, 4.194, 4.801,4.801
2006-01-04 23:20:00,6.130, 3.378, 2.728,2.728
2006-01-04 23:30:00,7.030, 5.283, 5.263,5.263
2006-01-04 23:40:00,7.510, 6.489, 5.904,5.904
2006-01-04 23:50:00,8.030, 8.001, 8.826,8.826
2006-01-05 00:00:00,7.430, 6.228, 6.776,6.776
2006-01-05 00:10:00,7.160, 5.547, 4.219,4.219
2006-01-05 00:20:00,6.510, 4.122, 4.445,4.445
2006-01-05 00:30:00,6.150, 3.393, 4.393,4.393
2006-01-05 00:40:00,5.850, 2.916, 2.648,2.648
2006-01-05 00:50:00,5.620, 2.553, 2.931,2.931
2006-01-05 01:00:00,5.820, 2.874, 2.725,2.725
2006-01-05 01:10:00,5.350, 2.133, 0.709,0.709
2006-01-05 01:20:00,5.290, 2.046, 0.923,0.923
2006-01-05 01:30:00,4.780, 1.446, 0.980,0.980
2006-01-05 01:40:00,5.410, 2.241, 2.346,2.346
2006-01-05 01:50:00,6.040, 3.228, 3.473,3.473
2006-01-05 02:00:00,6.630, 4.401, 4.578,4.578
2006-01-05 02:10:00,6.990, 5.193, 4.519,4.519
2006-01-05 02:20:00,7.160, 5.580, 5.345,5.345
2006-01-05 02:30:00,8.160, 8.433, 5.950,5.950
2006-01-05 02:40:00,8.920,11.184, 8.927,8.927
2006-01-05 02:50:00,9.880,15.006,13.181,13.181
2006-01-05 03:00:00,10.520,17.730,18.559,18.559
2006-01-05 03:10:00,10.930,19.455,20.247,20.247
2006-01-05 03:20:00,11.260,20.832,20.237,20.237
2006-01-05 03:30:00,11.590,22.194,22.985,22.985
2006-01-05 03:40:00,11.890,23.364,22.500,22.500
2006-01-05 03:50:00,12.040,23.931,22.173,22.173
2006-01-05 04:00:00,12.250,24.765,26.637,26.637
2006-01-05 04:10:00,12.090,24.126,24.617,24.617
2006-01-05 04:20:00,12.200,24.549,27.196,27.196
2006-01-05 04:30:00,11.980,23.727,25.381,25.381
2006-01-05 04:40:00,11.320,21.189,22.337,22.337
2006-01-05 04:50:00,10.600,18.171,20.493,20.493
2006-01-05 05:00:00,10.490,17.739,19.719,19.719
2006-01-05 05:10:00,10.310,16.953,21.080,21.080
2006-01-05 05:20:00,9.830,14.940, 8.540,8.540
2006-01-05 05:30:00,9.940,15.435,17.305,17.305
2006-01-05 05:40:00,9.820,14.922,15.467,15.467
2006-01-05 05:50:00,9.790,14.811,19.020,19.020
2006-01-05 06:00:00,10.030,15.846,16.042,16.042
2006-01-05 06:10:00,10.790,19.053,19.782,19.782
2006-01-05 06:20:00,11.060,20.190,22.419,22.419
2006-01-05 06:30:00,11.950,23.724,23.344,23.344
2006-01-05 06:40:00,12.180,24.582,24.851,24.851
2006-01-05 06:50:00,12.560,25.890,28.196,28.196
2006-01-05 07:00:00,13.680,28.671,29.214,29.214
2006-01-05 07:10:00,14.300,29.442,30.000,30.000
2006-01-05 07:20:00,14.360,29.508,30.000,30.000
2006-01-05 07:30:00,14.520,29.664,30.000,30.000
2006-01-05 07:40:00,14.810,29.748,29.113,29.113
2006-01-05 07:50:00,14.820,29.751,30.000,30.000
2006-01-05 08:00:00,14.500,29.661,28.169,28.169
2006-01-05 08:10:00,14.520,29.667,30.000,30.000
2006-01-05 08:20:00,14.150,29.265,30.000,30.000
2006-01-05 08:30:00,14.100,29.202,30.000,30.000
2006-01-05 08:40:00,13.930,28.998,30.000,30.000
2006-01-05 08:50:00,14.500,29.661,30.000,30.000
2006-01-05 09:00:00,14.030,29.130,30.000,30.000
2006-01-05 09:10:00,14.290,29.460,30.000,30.000
2006-01-05 09:20:00,14.620,29.700,30.000,30.000
2006-01-05 09:30:00,14.700,29.724,30.000,30.000
2006-01-05 09:40:00,14.940,29.793,27.439,27.439
2006-01-05 09:50:00,14.950,29.799,28.562,28.562
2006-01-05 10:00:00,14.400,29.610,30.000,30.000
2006-01-05 10:10:00,14.160,29.316,29.536,29.536
2006-01-05 10:20:00,13.640,28.674,30.000,30.000
2006-01-05 10:30:00,12.700,26.403,25.612,25.612
2006-01-05 10:40:00,12.250,25.026,25.487,25.487
2006-01-05 10:50:00,12.470,25.788,26.539,26.539
2006-01-05 11:00:00,12.700,26.439,24.393,24.393
2006-01-05 11:10:00,12.150,24.696,25.388,25.388
2006-01-05 11:20:00,12.020,24.210,24.008,24.008
2006-01-05 11:30:00,13.280,28.119,26.312,26.312
2006-01-05 11:40:00,14.810,29.772,30.000,30.000
2006-01-05 11:50:00,15.530,29.955,29.088,29.088
2006-01-05 12:00:00,15.660,29.961,28.737,28.737
2006-01-05 12:10:00,15.760,29.967,29.158,29.158
2006-01-05 12:20:00,16.180,29.988,28.896,28.896
2006-01-05 12:30:00,16.740,30.000,29.117,29.117
2006-01-05 12:40:00,16.780,30.000,28.108,28.108
2006-01-05 12:50:00,16.780,30.000,30.000,30.000
2006-01-05 13:00:00,16.330,29.997,29.499,29.499
2006-01-05 13:10:00,15.660,29.964,30.000,30.000
2006-01-05 13:20:00,14.910,29.814,30.000,30.000
2006-01-05 13:30:00,14.120,29.367,29.639,29.639
2006-01-05 13:40:00,13.390,28.458,28.860,28.860
2006-01-05 13:50:00,12.580,26.274,26.359,26.359
2006-01-05 14:00:00,11.850,23.757,22.718,22.718
2006-01-05 14:10:00,11.290,21.558,22.331,22.331
2006-01-05 14:20:00,10.770,19.383,21.981,21.981
2006-01-05 14:30:00,10.850,19.725,22.501,22.501
2006-01-05 14:40:00,10.870,19.779,19.613,19.613
2006-01-05 14:50:00,10.070,16.407,15.112,15.112
2006-01-05 15:00:00,9.390,13.494,13.842,13.842
2006-01-05 15:10:00,10.180,16.842,17.504,17.504
2006-01-05 15:20:00,10.290,17.334,17.074,17.074
2006-01-05 15:30:00,10.230,17.046,15.735,15.735
2006-01-05 15:40:00,10.830,19.590,23.336,23.336
2006-01-05 15:50:00,11.400,21.984,20.565,20.565
2006-01-05 16:00:00,11.770,23.418,22.230,22.230
2006-01-05 16:10:00,12.310,25.476,24.360,24.360
2006-01-05 16:20:00,12.650,26.460,25.469,25.469
2006-01-05 16:30:00,12.400,25.752,26.468,26.468
2006-01-05 16:40:00,12.050,24.462,25.001,25.001
2006-01-05 16:50:00,11.830,23.631,21.829,21.829
2006-01-05 17:00:00,11.960,24.108,26.778,26.778
2006-01-05 17:10:00,12.230,25.173,26.344,26.344
2006-01-05 17:20:00,12.520,26.064,27.278,27.278
2006-01-05 17:30:00,12.690,26.544,24.881,24.881
2006-01-05 17:40:00,12.570,26.196,28.141,28.141
2006-01-05 17:50:00,12.470,25.890,28.607,28.607
2006-01-05 18:00:00,12.530,26.064,30.000,30.000
2006-01-05 18:10:00,12.590,26.250,28.183,28.183
2006-01-05 18:20:00,12.430,25.767,27.227,27.227
2006-01-05 18:30:00,12.470,25.878,26.201,26.201
2006-01-05 18:40:00,12.580,26.187,25.251,25.251
2006-01-05 18:50:00,12.790,26.796,26.720,26.720
2006-01-05 19:00:00,13.040,27.513,26.352,26.352
2006-01-05 19:10:00,12.840,26.943,24.879,24.879
2006-01-05 19:20:00,12.200,24.978,27.767,27.767
2006-01-05 19:30:00,11.600,22.623,22.603,22.603
2006-01-05 19:40:00,11.340,21.645,21.598,21.598
2006-01-05 19:50:00,11.440,22.017,22.139,22.139
2006-01-05 20:00:00,11.680,22.941,23.620,23.620
2006-01-05 20:10:00,11.810,23.421,24.851,24.851
2006-01-05 20:20:00,11.840,23.541,21.201,21.201
2006-01-05 20:30:00,11.770,23.256,25.768,25.768
2006-01-05 20:40:00,11.710,23.046,24.096,24.096
2006-01-05 20:50:00,11.900,23.781,26.387,26.387
2006-01-05 21:00:00,11.950,23.979,24.166,24.166
2006-01-05 21:10:00,11.740,23.160,23.753,23.753
2006-01-05 21:20:00,11.410,21.855,20.085,20.085
2006-01-05 21:30:00,11.110,20.631,19.960,19.960
2006-01-05 21:40:00,11.010,20.190,21.686,21.686
2006-01-05 21:50:00,11.070,20.436,20.549,20.549
2006-01-05 22:00:00,11.240,21.183,24.206,24.206
2006-01-05 22:10:00,11.340,21.588,20.504,20.504
2006-01-05 22:20:00,11.510,22.245,27.472,27.472
2006-01-05 22:30:00,11.480,22.155,23.128,23.128
2006-01-05 22:40:00,11.080,20.523,22.227,22.227
2006-01-05 22:50:00,10.690,18.882,26.732,26.732
2006-01-05 23:00:00,10.490,18.030,17.947,17.947
2006-01-05 23:10:00,10.020,16.020,15.749,15.749
2006-01-05 23:20:00,9.730,14.826,14.766,14.766
2006-01-05 23:30:00,9.440,13.593,14.832,14.832
2006-01-05 23:40:00,9.490,13.812,15.360,15.360
2006-01-05 23:50:00,9.660,14.532,12.355,12.355
2006-01-06 00:00:00,9.490,13.806,12.310,12.310
2006-01-06 00:10:00,9.270,12.870,12.359,12.359
2006-01-06 00:20:00,9.130,12.336, 9.562,9.562
2006-01-06 00:30:00,8.890,11.454,11.150,11.150
2006-01-06 00:40:00,8.710,10.788, 9.822,9.822
2006-01-06 00:50:00,8.700,10.740, 8.980,8.980
2006-01-06 01:00:00,8.850,11.319, 9.759,9.759
2006-01-06 01:10:00,8.950,11.688,12.921,12.921
2006-01-06 01:20:00,8.790,11.088,11.293,11.293
2006-01-06 01:30:00,8.610,10.419, 9.937,9.937
2006-01-06 01:40:00,8.500,10.017,11.301,11.301
2006-01-06 01:50:00,8.460, 9.840, 7.509,7.509
2006-01-06 02:00:00,8.510,10.062,10.520,10.520
2006-01-06 02:10:00,8.590,10.368,10.791,10.791
2006-01-06 02:20:00,8.640,10.530,10.358,10.358
2006-01-06 02:30:00,8.680,10.686, 8.980,8.980
2006-01-06 02:40:00,8.690,10.743,10.687,10.687
2006-01-06 02:50:00,8.680,10.704, 9.589,9.589
2006-01-06 03:00:00,8.660,10.614, 8.554,8.554
2006-01-06 03:10:00,8.620,10.497, 8.957,8.957
2006-01-06 03:20:00,8.670,10.695,11.860,11.860
2006-01-06 03:30:00,8.740,10.929, 8.211,8.211
2006-01-06 03:40:00,8.780,11.115, 9.734,9.734
2006-01-06 03:50:00,8.790,11.154, 8.152,8.152
2006-01-06 04:00:00,8.800,11.169,10.595,10.595
2006-01-06 04:10:00,9.080,12.231, 8.145,8.145
2006-01-06 04:20:00,9.350,13.338,15.481,15.481
2006-01-06 04:30:00,9.330,13.284,11.913,11.913
2006-01-06 04:40:00,9.240,12.861,10.607,10.607
2006-01-06 04:50:00,9.050,12.141,11.387,11.387
2006-01-06 05:00:00,8.840,11.367,10.842,10.842
2006-01-06 05:10:00,8.750,10.998, 8.642,8.642
2006-01-06 05:20:00,8.600,10.446,13.352,13.352
2006-01-06 05:30:00,8.470, 9.948, 8.966,8.966
2006-01-06 05:40:00,8.400, 9.705, 8.579,8.579
2006-01-06 05:50:00,8.310, 9.360, 6.500,6.500
2006-01-06 06:00:00,8.180, 8.883, 7.761,7.761
2006-01-06 06:10:00,8.200, 8.961, 5.816,5.816
2006-01-06 06:20:00,8.380, 9.621, 9.262,9.262
2006-01-06 06:30:00,8.550,10.272,10.791,10.791
2006-01-06 06:40:00,8.680,10.785,10.840,10.840
2006-01-06 06:50:00,8.660,10.710, 8.226,8.226
2006-01-06 07:00:00,8.520,10.161, 7.569,7.569
2006-01-06 07:10:00,8.420, 9.786,10.367,10.367
2006-01-06 07:20:00,8.270, 9.237,10.470,10.470
2006-01-06 07:30:00,8.150, 8.781, 8.516,8.516
2006-01-06 07:40:00,8.180, 8.883, 6.602,6.602
2006-01-06 07:50:00,8.220, 9.030, 9.819,9.819
2006-01-06 08:00:00,8.240, 9.093, 8.136,8.136
2006-01-06 08:10:00,8.300, 9.324, 8.183,8.183
2006-01-06 08:20:00,8.290, 9.288, 9.749,9.749
2006-01-06 08:30:00,8.270, 9.237, 4.697,4.697
2006-01-06 08:40:00,8.230, 9.078, 5.976,5.976
2006-01-06 08:50:00,8.160, 8.808, 8.987,8.987
2006-01-06 09:00:00,8.130, 8.745, 8.710,8.710
2006-01-06 09:10:00,8.130, 8.736, 8.446,8.446
2006-01-06 09:20:00,8.110, 8.682, 9.081,9.081
2006-01-06 09:30:00,8.130, 8.727, 9.045,9.045
2006-01-06 09:40:00,8.070, 8.568, 9.166,9.166
2006-01-06 09:50:00,8.090, 8.625, 7.458,7.458
2006-01-06 10:00:00,8.110, 8.685, 8.950,8.950
2006-01-06 10:10:00,8.030, 8.448, 8.259,8.259
2006-01-06 10:20:00,7.990, 8.325, 7.590,7.590
2006-01-06 10:30:00,7.970, 8.259, 5.392,5.392
2006-01-06 10:40:00,7.960, 8.220, 8.813,8.813
2006-01-06 10:50:00,7.960, 8.244, 7.285,7.285
2006-01-06 11:00:00,7.910, 8.067, 8.046,8.046
2006-01-06 11:10:00,7.820, 7.827, 8.269,8.269
2006-01-06 11:20:00,7.760, 7.638, 5.314,5.314
2006-01-06 11:30:00,7.670, 7.368, 5.256,5.256
2006-01-06 11:40:00,7.580, 7.098, 6.886,6.886
2006-01-06 11:50:00,7.520, 6.921, 6.495,6.495
2006-01-06 12:00:00,7.430, 6.654, 7.790,7.790
2006-01-06 12:10:00,7.390, 6.525, 7.196,7.196
2006-01-06 12:20:00,7.390, 6.537, 6.953,6.953
2006-01-06 12:30:00,7.390, 6.534, 3.488,3.488
2006-01-06 12:40:00,7.400, 6.561, 3.863,3.863
2006-01-06 12:50:00,7.340, 6.396, 3.897,3.897
2006-01-06 13:00:00,7.270, 6.183, 6.851,6.851
2006-01-06 13:10:00,7.220, 6.033, 7.589,7.589
2006-01-06 13:20:00,7.140, 5.805, 5.805,5.805
2006-01-06 13:30:00,7.090, 5.682, 4.053,4.053
2006-01-06 13:40:00,7.060, 5.628, 5.690,5.690
2006-01-06 13:50:00,7.040, 5.583, 3.712,3.712
2006-01-06 14:00:00,7.000, 5.490, 3.705,3.705
2006-01-06 14:10:00,6.880, 5.202, 5.135,5.135
2006-01-06 14:20:00,6.670, 4.752, 4.105,4.105
2006-01-06 14:30:00,6.460, 4.287, 4.240,4.240
2006-01-06 14:40:00,6.300, 3.927, 4.033,4.033
2006-01-06 14:50:00,6.190, 3.684, 3.528,3.528
2006-01-06 15:00:00,6.090, 3.468, 3.559,3.559
2006-01-06 15:10:00,5.970, 3.279, 2.323,2.323
2006-01-06 15:20:00,5.880, 3.147, 3.229,3.229
2006-01-06 15:30:00,5.720, 2.886, 3.630,3.630
2006-01-06 15:40:00,5.540, 2.598, 2.933,2.933
2006-01-06 15:50:00,5.280, 2.175, 0.000,0.000
2006-01-06 16:00:00,5.020, 1.806, 1.251,1.251
2006-01-06 16:10:00,4.760, 1.518, 0.970,0.970
2006-01-06 16:20:00,4.630, 1.371, 1.373,1.373
2006-01-06 16:30:00,4.560, 1.293, 1.160,1.160
2006-01-06 16:40:00,4.480, 1.200, 1.376,1.376
2006-01-06 16:50:00,4.540, 1.266, 0.714,0.714
2006-01-06 17:00:00,4.550, 1.275, 0.185,0.185
2006-01-06 17:10:00,4.590, 1.326, 0.000,0.000
2006-01-06 17:20:00,4.740, 1.485, 1.630,1.630
2006-01-06 17:30:00,4.880, 1.641, 0.549,0.549
2006-01-06 17:40:00,4.950, 1.713, 1.207,1.207
2006-01-06 17:50:00,4.980, 1.746, 1.540,1.540
2006-01-06 18:00:00,5.060, 1.833, 0.852,0.852
2006-01-06 18:10:00,5.190, 2.010, 1.945,1.945
2006-01-06 18:20:00,5.310, 2.202, 1.883,1.883
2006-01-06 18:30:00,5.400, 2.343, 0.895,0.895
2006-01-06 18:40:00,5.520, 2.532, 2.695,2.695
2006-01-06 18:50:00,5.610, 2.679, 0.682,0.682
2006-01-06 19:00:00,5.700, 2.811, 2.066,2.066
2006-01-06 19:10:00,5.710, 2.829, 1.884,1.884
2006-01-06 19:20:00,5.700, 2.811, 2.571,2.571
2006-01-06 19:30:00,5.690, 2.787, 0.660,0.660
2006-01-06 19:40:00,5.670, 2.748, 2.278,2.278
2006-01-06 19:50:00,5.620, 2.673, 0.732,0.732
2006-01-06 20:00:00,5.580, 2.613, 0.766,0.766
2006-01-06 20:10:00,5.540, 2.547, 2.714,2.714
2006-01-06 20:20:00,5.490, 2.460, 1.707,1.707
2006-01-06 20:30:00,5.450, 2.394, 2.270,2.270
2006-01-06 20:40:00,5.410, 2.322, 3.020,3.020
2006-01-06 20:50:00,5.380, 2.271, 1.856,1.856
2006-01-06 21:00:00,5.330, 2.196, 2.213,2.213
2006-01-06 21:10:00,5.270, 2.109, 2.230,2.230
2006-01-06 21:20:00,5.220, 2.019, 1.604,1.604
2006-01-06 21:30:00,5.190, 1.971, 1.927,1.927
2006-01-06 21:40:00,5.150, 1.908, 0.030,0.030
2006-01-06 21:50:00,5.140, 1.893, 2.429,2.429
2006-01-06 22:00:00,5.160, 1.929, 0.735,0.735
2006-01-06 22:10:00,5.210, 1.998, 1.162,1.162
2006-01-06 22:20:00,5.280, 2.112, 2.303,2.303
2006-01-06 22:30:00,5.340, 2.199, 1.885,1.885
2006-01-06 22:40:00,5.320, 2.178, 2.318,2.318
2006-01-06 22:50:00,5.210, 1.995, 1.506,1.506
2006-01-06 23:00:00,5.080, 1.827, 1.014,1.014
2006-01-06 23:10:00,4.990, 1.722, 0.000,0.000
2006-01-06 23:20:00,5.020, 1.755, 1.738,1.738
2006-01-06 23:30:00,5.080, 1.824, 1.403,1.403
2006-01-06 23:40:00,5.080, 1.830, 1.451,1.451
2006-01-06 23:50:00,5.070, 1.815, 1.700,1.700
2006-01-07 00:00:00,5.080, 1.827, 0.000,0.000
2006-01-07 00:10:00,5.200, 1.989, 1.307,1.307
2006-01-07 00:20:00,5.380, 2.271, 2.417,2.417
2006-01-07 00:30:00,5.570, 2.562, 2.582,2.582
2006-01-07 00:40:00,5.730, 2.820, 1.121,1.121
2006-01-07 00:50:00,5.840, 3.003, 1.354,1.354
2006-01-07 01:00:00,5.930, 3.141, 1.027,1.027
2006-01-07 01:10:00,6.010, 3.264, 0.000,0.000
2006-01-07 01:20:00,6.090, 3.390, 2.956,2.956
2006-01-07 01:30:00,6.190, 3.549, 3.505,3.505
2006-01-07 01:40:00,6.260, 3.714, 3.776,3.776
2006-01-07 01:50:00,6.290, 3.771, 3.531,3.531
2006-01-07 02:00:00,6.270, 3.732, 1.842,1.842
2006-01-07 02:10:00,6.240, 3.666, 3.585,3.585
2006-01-07 02:20:00,6.180, 3.522, 1.835,1.835
2006-01-07 02:30:00,6.100, 3.396, 1.788,1.788
2006-01-07 02:40:00,6.000, 3.249, 1.224,1.224
2006-01-07 02:50:00,5.880, 3.051, 1.517,1.517
2006-01-07 03:00:00,5.790, 2.913, 1.593,1.593
2006-01-07 03:10:00,5.780, 2.892, 1.749,1.749
2006-01-07 03:20:00,5.790, 2.919, 2.242,2.242
2006-01-07 03:30:00,5.850, 3.006, 2.326,2.326
2006-01-07 03:40:00,5.930, 3.135, 2.102,2.102
2006-01-07 03:50:00,6.040, 3.309, 2.418,2.418
2006-01-07 04:00:00,6.170, 3.516, 3.917,3.917
2006-01-07 04:10:00,6.290, 3.780, 3.811,3.811
2006-01-07 04:20:00,6.410, 4.038, 3.838,3.838
2006-01-07 04:30:00,6.530, 4.299, 3.087,3.087
2006-01-07 04:40:00,6.620, 4.506, 3.446,3.446
2006-01-07 04:50:00,6.710, 4.710, 2.351,2.351
2006-01-07 05:00:00,6.770, 4.845, 5.309,5.309
2006-01-07 05:10:00,6.820, 4.947, 4.983,4.983
2006-01-07 05:20:00,6.850, 5.007, 4.810,4.810
2006-01-07 05:30:00,6.860, 5.046, 4.357,4.357
2006-01-07 05:40:00,6.880, 5.076, 3.740,3.740
2006-01-07 05:50:00,6.900, 5.139, 5.044,5.044
2006-01-07 06:00:00,6.950, 5.244, 6.200,6.200
2006-01-07 06:10:00,7.020, 5.394, 4.089,4.089
2006-01-07 06:20:00,7.110, 5.601, 4.735,4.735
2006-01-07 06:30:00,7.240, 5.916, 5.429,5.429
2006-01-07 06:40:00,7.360, 6.261, 3.578,3.578
2006-01-07 06:50:00,7.430, 6.480, 6.715,6.715
2006-01-07 07:00:00,7.470, 6.594, 5.880,5.880
2006-01-07 07:10:00,7.480, 6.633, 8.866,8.866
2006-01-07 07:20:00,7.520, 6.732, 6.017,6.017
2006-01-07 07:30:00,7.610, 7.005, 7.026,7.026
2006-01-07 07:40:00,7.730, 7.377, 5.471,5.471
2006-01-07 07:50:00,7.900, 7.866, 7.075,7.075
2006-01-07 08:00:00,8.070, 8.355, 6.498,6.498
2006-01-07 08:10:00,8.230, 8.841, 9.347,9.347
2006-01-07 08:20:00,8.360, 9.318,10.338,10.338
2006-01-07 08:30:00,8.440, 9.609, 8.701,8.701
2006-01-07 08:40:00,8.450, 9.666, 9.906,9.906
2006-01-07 08:50:00,8.420, 9.552, 8.412,8.412
2006-01-07 09:00:00,8.360, 9.345, 9.070,9.070
2006-01-07 09:10:00,8.280, 9.030, 9.850,9.850
2006-01-07 09:20:00,8.170, 8.664, 8.609,8.609
2006-01-07 09:30:00,8.020, 8.223, 7.254,7.254
2006-01-07 09:40:00,7.860, 7.758, 6.640,6.640
2006-01-07 09:50:00,7.710, 7.299, 6.762,6.762
